DiseaseID	DiseaseName
MESH:C563660	Holoprosencephaly 7
ICD10:G529	Cranial nerve disorder  unspecified
MESH:C566454	Thyroid Hormone Metabolism, Abnormal
DOID:10534	Stomach cancer
DOID:9267	Urea cycle disorder
ICD10:D80	Hereditary hypogammaglobulinemia
MESH:D047928	Premature Birth
DOID:0060084	Cell type benign neoplasm
MESH:D006547	Hernia
MESH:C567043	XFE Progeroid Syndrome
MESH:C567358	Joubert Syndrome 8
ICD10:I4	Infective myocarditis
DOID:0050451	Brugada syndrome
MESH:D006073	Gout
MESH:D015470	Leukemia, Myeloid, Acute
ICD10:Q820	Hereditary lymphedema
MESH:D058631	Pycnodysostosis
DOID:0070183	Spermatogenic failure 5
MESH:C566852	Hypothyroidism, Congenital, Nongoitrous, 2
MESH:D012878	Skin Neoplasms
MESH:C562805	Glycogen Storage Disease IC
MESH:D003320	Corneal Ulcer
MESH:D019226	Oral Ulcer
ICD10:L8	Vitiligo
DOID:0110004	3-methylglutaconic aciduria type 3
MESH:D010916	Pityriasis Rubra Pilaris
MESH:D009395	Nephritis, Interstitial
MESH:D000052	Acanthosis Nigricans
MESH:D001201	Ascites
DOID:0080764	Hereditary diffuse gastric cancer
MESH:C565358	Growth Deficiency and Mental Retardation with Facial Dysmorphism
MESH:C567211	Ciliary Dyskinesia, Primary, 12
MESH:C537777	Anti-plasmin deficiency, congenital
MESH:C562398	Madelung Deformity
MESH:D010195	Pancreatitis
MESH:D015461	Leukemia, Prolymphocytic, T-Cell
DOID:2977	Primary hyperoxaluria
MESH:C535707	Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive
MESH:C565165	C9 Deficiency
DOID:0111433	Optic atrophy 3
MESH:C564467	Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked
MESH:D012035	Refsum Disease
DOID:0060063	Sideroblastic anemia 1
MESH:D029481	Bronchitis, Chronic
DOID:0050801	Androgenic alopecia
MESH:C564621	Macrocephaly with Multiple Epiphyseal Dysplasia and Distinctive Facies
MESH:D007516	Adenoma, Islet Cell
DOID:1324	Lung cancer
MESH:D006950	Hyperlipidemia, Familial Combined
DOID:9182	Pemphigus
DOID:5419	Schizophrenia
ICD10:K50	Crohn's disease of small intestine without complications
MESH:C538191	Fumaric aciduria
MESH:C567679	Waardenburg Syndrome, Type 4c
MESH:C536063	Osteoporosis-pseudoglioma syndrome
DOID:11465	Autonomic nervous system disease
DOID:11105	Fundus albipunctatus
MESH:D056828	Hereditary Angioedema Type III
MESH:D009080	Mucocutaneous Lymph Node Syndrome
DOID:12714	Ellis-Van Creveld syndrome
MESH:C536748	Worth syndrome
MESH:C537088	Brachydactyly type A1
MESH:C536438	Cohen syndrome
MESH:C562732	Euthyroid Goiter
DOID:0080620	Familial glucocorticoid deficiency
DOID:2280	Hidradenitis suppurativa
DOID:0080164	Myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1
MESH:C567581	Thrombophilia, X-Linked, Due To Factor Ix Defect
MESH:C564794	Spondylometaepiphyseal Dysplasia, Short Limb-Hand Type
MESH:C535435	Beta-sarcoglycanopathy
MESH:D007806	Language Disorders
MESH:D044903	Congenital Hyperinsulinism
MESH:C564249	Retinitis Pigmentosa 26
MESH:C536430	COACH syndrome
MESH:C563177	Glucocorticoid-Remediable Aldosteronism
MESH:D001008	Anxiety Disorders
MESH:C535793	Spondylometaphyseal dysplasia, 'corner fracture' type
DOID:3783	Coffin-Lowry syndrome
MESH:C567127	Hypomagnesemia 4, Renal
DOID:0050466	Loeys-Dietz syndrome
MESH:C562745	Corneal Dystrophy, Posterior Polymorphous, 1
MESH:C566171	Cardiomyopathy, Familial Hypertrophic, 2
DOID:8545	Malignant hyperthermia
MESH:C535742	Congenital disorder of glycosylation type 1D
MESH:D065630	Hernias, Diaphragmatic, Congenital
DOID:12987	Agranulocytosis
MESH:D004476	Ectodermal Dysplasia
MESH:C566162	Cataract, Crystalline Aculeiform
MESH:C567086	Erythrocytosis, Familial, 4
DOID:1192	Peripheral nervous system neoplasm
ICD10:E0	Congenital iodine-deficiency syndrome  neurological type
MESH:C563412	Juvenile Polyposis with Hereditary Hemorrhagic Telangiectasia
DOID:0080942	Anauxetic dysplasia
MESH:D014842	von Willebrand Diseases
DOID:11830	Myopia
ICD10:Q917	Trisomy 13  unspecified
MESH:C562565	Uterine Anomalies
DOID:0060236	Xanthinuria
MESH:D011507	Proteinuria
DOID:0112195	Spondyloperipheral dysplasia
MESH:C535767	D-glycericacidemia
MESH:C536329	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy
ICD10:Q24	Dextrocardia
MESH:C580162	Hereditary Sensory and Autonomic Neuropathy Type Ie
ICD10:E721	Disorders of sulfur-bearing amino-acid metabolism  unsp
MESH:D006816	Huntington Disease
MESH:C566907	Cardiomyopathy, Dilated, 1x
DOID:65	Connective tissue disease
MESH:C564161	Pseudohypoaldosteronism, Type IIb
MESH:C538275	Autoimmune polyendocrinopathy syndrome, type 1
DOID:0060357	Chylomicron retention disease
DOID:628	Combined T cell and B cell immunodeficiency
MESH:C536058	Osteopetrosis with renal tubular acidosis
DOID:1085	Edwards syndrome
MESH:D013966	Thyroiditis
MESH:D000853	Anophthalmos
MESH:D053202	Urinary Incontinence, Urge
DOID:4535	Hypotrichosis
ICD10:G610	Guillain-Barre syndrome
MESH:C535720	Familial duodenal atresia
DOID:1825	Childhood absence epilepsy
ICD10:Q8	Ichthyosis vulgaris
MESH:D006628	Hirsutism
DOID:811	Lipodystrophy
ICD10:D45	Polycythemia vera
MESH:D000748	Anemia, Macrocytic
MESH:C537878	Lateral meningocele syndrome
MESH:C566275	Antibody Deficiency due to Defect in CD19
MESH:C537111	Brown-Vialetto-Van Laere syndrome
MESH:D002037	Bundle-Branch Block
MESH:D018149	Glucose Intolerance
DOID:0050886	Troyer syndrome
MESH:D005177	Factor XIII Deficiency
DOID:0080523	adult-onset leukoencephalopathy with axonal spheroids and pigmented glia
DOID:10582	Refsum disease
MESH:D059411	Lower Urinary Tract Symptoms
ICD10:E750	GM2 gangliosidosis  unspecified
MESH:C536409	Neural tube defect, folate-sensitive
MESH:C566494	Hyperinsulinemic Hypoglycemia, Familial, 5
DOID:9563	Bronchiectasis
DOID:3652	Leigh disease
ICD10:I359	Nonrheumatic aortic valve disorder  unspecified
MESH:C538261	Atrial fibrillation, familial 1
DOID:0070162	Hereditary sensory and autonomic neuropathy type 1
ICD10:Q991	46  XX true hermaphrodite
MESH:C537622	Guanidinoacetate methyltransferase deficiency
MESH:C565752	Cardiomyopathy, Dilated, 1i
DOID:0080014	Chromosomal disease
DOID:0060488	Pitt-Hopkins syndrome
MESH:D014581	Urticaria
ICD10:C68	Malignant neoplasm of urethra
MESH:D037801	Hammer Toe Syndrome
MESH:D021921	Aortic Stenosis, Supravalvular
ICD10:D649	Anemia  unspecified
ICD10:Q1	Congenital ptosis
MESH:C579880	Actin-Accumulation Myopathy
DOID:1924	Hypogonadism
DOID:0050434	Andersen-Tawil syndrome
MESH:C537135	Orofaciodigital syndrome, Shashi type
MESH:D009999	Ossification, Heterotopic
MESH:C564522	Mental Retardation, X-Linked 63
MESH:C565128	Mitochondrial Complex III Deficiency
DOID:1342	Congenital hypoplastic anemia
DOID:0050857	Perrault syndrome
MESH:D013398	Sudden Infant Death
MESH:D006934	Hypercalcemia
MESH:C537387	Neurocutaneous melanosis
MESH:C538013	Early-onset ataxia with oculomotor apraxia and hypoalbuminemia
MESH:C567021	Inflammatory Bowel Disease 10
DOID:10493	Adrenal cortical hypofunction
DOID:0050661	Vitelliform macular dystrophy
ICD10:M912	Coxa plana  unspecified hip
MESH:C536196	Ehlers-Danlos syndrome type 3
MESH:D002836	Hemophilia B
MESH:D002318	Cardiovascular Diseases
DOID:0080131	Mitochondrial DNA depletion syndrome 13
MESH:C563750	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2
DOID:9649	Congenital nystagmus
MESH:C563974	Cleidocranial Dysplasia, Forme Fruste, Dental Anomalies Only
MESH:D009442	Neurilemmoma
DOID:0060443	Corneal endothelial dystrophy
DOID:0050424	Familial adenomatous polyposis
MESH:C580130	Glycogen Storage Disease Type Ix
MESH:C566029	Triosephosphate Isomerase Deficiency
DOID:13832	Patent ductus arteriosus
MESH:D049290	Tay-Sachs Disease, AB Variant
MESH:C567813	Bronchiectasis With Or Without Elevated Sweat Chloride 2
MESH:D006333	Heart Failure
DOID:0090061	Familial cold autoinflammatory syndrome
DOID:9265	Histidine metabolism disease
MESH:D058529	Single Umbilical Artery
MESH:D020339	Optic Nerve Glioma
MESH:C565184	Cerebrooculofacioskeletal Syndrome 4
DOID:0060602	alpha-methylacyl-CoA racemase deficiency
MESH:C538212	Dent disease 1
MESH:D008531	Megacolon
DOID:0050548	Hereditary sensory neuropathy
ICD10:Q824	Ectodermal dysplasia (anhidrotic)
MESH:D016136	Spina Bifida Occulta
MESH:C563460	Deafness, Autosomal Dominant 4
DOID:0060853	Potocki-Lupski syndrome
MESH:C566954	Cardiomyopathy, Dilated, 1w
DOID:0050712	AGAT deficiency
MESH:C537358	Methylmalonic acidemia
MESH:D023903	Coronary Restenosis
MESH:D020031	Epstein-Barr Virus Infections
MESH:C567528	Encephalocardiomyopathy, Mitochondrial, Neonatal, Due To Atp Synthase Deficiency
MESH:C536016	Achondrogenesis type 1B
DOID:2349	Arteriosclerosis
MESH:D002607	Charcot-Marie-Tooth Disease
MESH:C564507	Cone-Rod Dystrophy, X-Linked, 3
MESH:C566801	Pigmented Paravenous Chorioretinal Atrophy
MESH:C566574	Spondyloepimetaphyseal Dysplasia, Missouri Type
MESH:C537436	Aromatase deficiency
DOID:8536	Herpes zoster
DOID:0111063	Hyperphosphatemic familial tumoral calcinosis
MESH:C567090	Familial Cold Autoinflammatory Syndrome 2
DOID:0050659	biotin-responsive basal ganglia disease
DOID:447	Renal tubular transport disease
DOID:0050729	Neutral lipid storage disease
MESH:D016538	Mucopolysaccharidosis VII
MESH:C537147	Familial benign hypercalcemia, type 3
ICD10:D5	Iron deficiency anemia secondary to blood loss (chronic)
DOID:0050787	Juvenile polyposis syndrome
MESH:D002280	Carcinoma, Basal Cell
ICD10:Q822	Congenital cutaneous mastocytosis
MESH:C538116	Heterotaxy, visceral, X-linked
MESH:C564578	Bartter Syndrome, Type 3, with Hypocalciuria
DOID:0111629	Dihydropyrimidinase deficiency
MESH:C535483	Freeman-Sheldon syndrome
ICD10:I67	Dissection of cerebral arteries  nonruptured
MESH:C535523	Infantile onset spinocerebellar ataxia
DOID:16	Integumentary system disease
MESH:D018476	Hypokinesia
MESH:C562719	Tn Syndrome
MESH:C565870	Cerebellar Ataxia and Hypogonadotropic Hypogonadism
DOID:0050557	Congenital muscular dystrophy
MESH:C538247	Amish lethal microcephaly
ICD10:M91	Juvenile osteochondrosis of pelvis
MESH:C567770	Macrocephaly, Alopecia, Cutis Laxa, and Scoliosis
ICD10:H185	Unspecified hereditary corneal dystrophies
MESH:C566353	Deafness, Autosomal Recessive 21
MESH:D007562	Creutzfeldt-Jakob Syndrome
DOID:0111077	Pyruvate kinase deficiency of red cells
MESH:D010391	Pemphigoid, Bullous
MESH:C563789	Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease
MESH:D008231	Lymphopenia
MESH:C564542	Hyper-IgM Immunodeficiency, X-Linked, with Ectodermal Dysplasia, Hypohidrotic
MESH:D016142	Holoprosencephaly
MESH:C564331	Deafness, Autosomal Recessive 37
MESH:D012798	Sialorrhea
MESH:D003882	Dermatomyositis
MESH:C564461	Pigmentary Disorder, Reticulate, with Systemic Manifestations
MESH:C563853	Transposition of the Great Arteries, Dextro-Looped 1
DOID:3321	GM2 gangliosidosis
MESH:C537340	Simpson-Golabi-Behmel syndrome
DOID:2355	Anemia
MESH:C566310	Adenosine Triphosphate, Elevated, Of Erythrocytes
MESH:C567628	Spastic Paraplegia 18, Autosomal Recessive
AmyCo:20	Hereditary lysozyme Amyloidosis
MESH:C564878	Polyglucosan Body Disease, Adult Form
MESH:C536271	Ichthyosis prematurity syndrome
ICD10:M0	Staphylococcal arthritis  unspecified joint
ICD10:C71	Malignant neoplasm of cerebrum  except lobes and ventricles
DOID:0111537	Paroxysmal extreme pain disorder
MESH:D020162	Hyperargininemia
MESH:C535531	Intervertebral disc disease
MESH:C535589	Carnitine palmitoyl transferase 2 deficiency
MESH:C567650	Diamond-Blackfan Anemia 9
DOID:13359	Ehlers-Danlos syndrome
DOID:11372	Megacolon
ICD10:N0	Acute nephritic syndrome with minor glomerular abnormality
MESH:C563930	Epilepsy, Nocturnal Frontal Lobe, Type 1
MESH:C536458	Von Willebrand disease, platelet type
MESH:C565808	Generalized Epilepsy with Febrile Seizures Plus
MESH:D017121	Porphyria, Hepatoerythropoietic
DOID:0060179	Renpenning syndrome
MESH:D007021	Hypospadias
MESH:D012883	Skin Ulcer
DOID:0080044	Hypochondrogenesis
DOID:4752	Multiple system atrophy
MESH:D008202	Lymphangioma
MESH:C565485	Glycogen Storage Disease 0, Liver
MESH:C536339	Porokeratosis, disseminated superficial actinic 1
MESH:C565178	OI-EDS Combined Syndrome
MESH:C566882	Surfactant Metabolism Dysfunction, Pulmonary, 1
MESH:D011782	Quadriplegia
MESH:D016606	Thyroid Nodule
ICD10:Q774	Achondroplasia
MESH:C536330	Polycystic liver disease
MESH:D009471	Neuromyelitis Optica
MESH:D011547	Pseudohypoparathyroidism
MESH:C562938	Metachondromatosis
MESH:C566168	Cardiomyopathy, Familial Restrictive, 1
MESH:D010900	Pituitary Diseases
MESH:C535473	Corneal dystrophy and perceptive deafness
MESH:C537249	Hemochromatosis, type 4
ICD10:Q761	Klippel-Feil syndrome
MESH:C563538	Cardiomyopathy, Dilated, 1s
MESH:C536641	Schwannomatosis
DOID:2451	Protein S deficiency
MESH:D001014	Aortic Aneurysm
MESH:C567769	Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay
MESH:C565718	Macular Degeneration, Age-Related, 7
DOID:11198	DiGeorge syndrome
DOID:3125	Multiple endocrine neoplasia
MESH:C535715	Spinal muscular atrophy, Jerash type
MESH:D005757	Gastritis, Atrophic
DOID:6000	Congestive heart failure
MESH:C537592	Neutropenia, Severe Congenital, Autosomal Recessive 3
MESH:C566545	Deafness, Autosomal Dominant 15
MESH:D053559	Corneal Dystrophy, Juvenile Epithelial of Meesmann
MESH:C565198	Nemaline Myopathy 7
MESH:C566340	Bile Acid Synthesis Defect, Congenital, 3
DOID:0111444	Progressive myoclonus epilepsy 4
MESH:C562609	Metachromatic Leukodystrophy due to Saposin B Deficiency
MESH:C535436	Bethlem myopathy
MESH:C535726	Dyggve-Melchior-Clausen syndrome
DOID:0060167	Seasonal affective disorder
MESH:D018633	Pulmonary Atresia
MESH:C537702	Juvenile polyposis syndrome
DOID:9521	Laron syndrome
MESH:D006261	Headache
ICD10:E232	Diabetes insipidus
MESH:D017118	Porphyria, Acute Intermittent
MESH:D000755	Anemia, Sickle Cell
MESH:D011371	Progeria
MESH:C564286	Zinc Deficiency, Neonatal, due to Low Breast Milk Zinc
ICD10:F8	Phonological disorder
MESH:C535416	Charcot-Marie-Tooth disease, Type 2I
MESH:C537688	Joubert syndrome 5
MESH:D051437	Renal Insufficiency
MESH:C537240	Progressive supranuclear palsy atypical
DOID:4603	Epidermolytic hyperkeratosis
MESH:C537734	Oculodigitoesophagoduodenal syndrome
MESH:D014607	Uveomeningoencephalitic Syndrome
MESH:D015175	Prolactinoma
DOID:5453	Pulmonary venoocclusive disease
MESH:C538237	Adrenal hyperplasia, congenital, type 5
MESH:C537301	Griscelli syndrome type 1
MESH:D059345	Cerebral Small Vessel Diseases
MESH:D059350	Chronic Pain
DOID:574	Peripheral nervous system disease
MESH:C565342	Macrocephaly Autism Syndrome
MESH:C566293	Amelogenesis Imperfecta, Type IV
DOID:0060469	Miller-Dieker lissencephaly syndrome
DOID:0111260	Phosphoribosylpyrophosphate synthetase superactivity
DOID:0050699	Dent disease
MESH:D017086	beta-Thalassemia
MESH:D016537	Gangliosidosis, GM1
MESH:C566530	Bartter Syndrome, Type 4A
MESH:C537484	Spastic paraplegia 12, autosomal dominant
MESH:C567482	Hypospadias 1, X-Linked
MESH:C535343	Cataract, posterior polar, 3
MESH:D008527	Medulloblastoma
MESH:D006985	Hyperventilation
MESH:C567734	Brugada Syndrome 7
MESH:C538539	Albinism with hemorrhagic diathesis and pigmented reticuloendothelial cells
ICD10:L71	Perioral dermatitis
MESH:C567311	Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia
MESH:D006527	Hepatolenticular Degeneration
MESH:C563923	Corneal Dystrophy, Lattice Type IIIA
MESH:C564633	Deafness, Autosomal Recessive 22
MESH:C537627	Keratosis palmoplantaris with periodontopathia and onychogryposis
MESH:C536958	Temtamy preaxial brachydactyly syndrome
MESH:C566504	Short QT Syndrome 3
DOID:0111243	Acromicric dysplasia
DOID:2959	Hyperimmunoglobulin syndrome
MESH:D016171	Torsades de Pointes
MESH:C536382	Exudative vitreoretinopathy 1
MESH:C565551	Ghosal Hematodiaphyseal Dysplasia
MESH:C564476	Premature Ovarian Failure 2b
MESH:D010523	Peripheral Nervous System Diseases
DOID:0050155	Sensory system disease
DOID:0110770	Hereditary spastic paraplegia 17
MESH:C566333	Long Qt Syndrome 6
DOID:0050799	Guanidinoacetate methyltransferase deficiency
MESH:C566046	Tibia, Hypoplasia of, with Polydactyly
MESH:D057973	Dent Disease
MESH:C566453	Deafness, Autosomal Recessive 53
DOID:0070158	Hereditary sensory neuropathy type 1E
MESH:C535889	Leukonychia totalis
MESH:D000140	Acidosis, Lactic
MESH:C567140	Bardet-Biedl Syndrome 13
MESH:D013700	Giant Cell Arteritis
MESH:D016920	Meningitis, Bacterial
MESH:D062685	Steatocystoma Multiplex
ICD10:H9	Conductive hearing loss  bilateral
MESH:D016471	Ovarian Hyperstimulation Syndrome
DOID:0080007	Bone deterioration disease
DOID:2120	Focal dermal hypoplasia
DOID:1933	Rubinstein-Taybi syndrome
MESH:C531835	Esophageal atresia with or without tracheoesophageal fistula
DOID:0060350	Adenine phosphoribosyltransferase deficiency
MESH:C566438	Ceroid Lipofuscinosis, Neuronal, 10
MESH:C535325	6-pyruvoyl-tetrahydropterin synthase deficiency
MESH:D057135	Wet Macular Degeneration
MESH:C536781	T-cell immunodeficiency, congenital alopecia and nail dystrophy
MESH:C567274	Deafness, Congenital, and Onychodystrophy, Autosomal Dominant
MESH:C536168	Keratitis, Ichthyosis, and Deafness (KID) Syndrome
DOID:2752	Glycogen storage disease II
MESH:D003318	Corneal Opacity
MESH:C567766	46, XY Sex Reversal 5
MESH:D010188	Exocrine Pancreatic Insufficiency
MESH:C535420	Charcot-Marie-Tooth disease, Type 4B1
MESH:C535337	Cataract, autosomal recessive congenital 2
MESH:D009410	Nerve Degeneration
MESH:C537841	NADH cytochrome B5 reductase deficiency
MESH:C538178	Acrodermatitis enteropathica
ICD10:D51	Vitamin B12 defic anemia due to intrinsic factor deficiency
MESH:C574275	Ectrodactyly
MESH:C537179	Parkinsonism, early onset with mental retardation
MESH:C537172	Parastremmatic dwarfism
MESH:D017436	Kallmann Syndrome
DOID:14504	Niemann-Pick disease
MESH:C566473	Tumoral Calcinosis, Normophosphatemic, Familial
MESH:D014606	Uveitis, Anterior
MESH:C562978	Fibromatosis, Congenital Generalized
DOID:397	Restrictive cardiomyopathy
MESH:D000787	Angina Pectoris
MESH:D020151	Protein C Deficiency
DOID:0111329	Pyridoxamine 5'-phosphate oxidase deficiency
MESH:C565697	Leber Congenital Amaurosis 12
DOID:374	Nutrition disease
MESH:C536479	Urocanase deficiency
MESH:D006526	Hepatitis C
MESH:C536358	Anemia, sideroblastic spinocerebellar ataxia
MESH:D006831	Polyhydramnios
MESH:C567401	Cerebroretinal Microangiopathy with Calcifications and Cysts
DOID:2746	Glycogen storage disease V
MESH:D007625	Kearns-Sayre Syndrome
MESH:C536827	Glomus vagale tumors
MESH:C562664	Aland Island Eye Disease
MESH:C536227	Cyclic neutropenia
MESH:C562735	Osseous Heteroplasia, Progressive
DOID:936	Brain disease
MESH:C567704	CSNB1C
MESH:C567400	Atrial Fibrillation, Familial, 6
MESH:C562815	Dihydropyrimidinase Deficiency
MESH:C536531	Orofaciodigital syndrome 6
MESH:D011471	Prostatic Neoplasms
MESH:C563575	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1
MESH:D020163	Ornithine Carbamoyltransferase Deficiency Disease
MESH:D006258	Head and Neck Neoplasms
MESH:C566487	2-Methylbutyryl-CoA Dehydrogenase Deficiency
DOID:1926	Gaucher's disease
MESH:C565207	Deafness, Autosomal Recessive 67
MESH:C563010	Neutrophilia, Hereditary
MESH:C562405	Pulmonary Alveolar Microlithiasis
MESH:C566709	Rhabdomyosarcoma, Embryonal, 2
MESH:C535442	Bile acid synthesis defect, congenital, 1
DOID:0050633	Ocular albinism
MESH:C565746	Microcephaly, Primary Autosomal Recessive, 3
MESH:D007184	Incontinentia Pigmenti
MESH:C566678	Elliptocytosis 3
ICD10:Q250	Patent ductus arteriosus
MESH:C566506	Short QT Syndrome 1
DOID:11934	Head and neck cancer
MESH:C565768	Alpha-Methylacyl-CoA Racemase Deficiency
MESH:C567750	Choroidal Dystrophy, Central Areolar 2
DOID:12388	Neurohypophyseal diabetes insipidus
DOID:3535	Unverricht-Lundborg syndrome
MESH:D007565	Jaundice
MESH:C537658	Basal ganglia disease, biotin-responsive
MESH:C564367	Ichthyosis, Cyclic, with Epidermolytic Hyperkeratosis
ICD10:E230	Hypopituitarism
MESH:C564751	VACTERL Association With Hydrocephalus
MESH:C535608	Aicardi-Goutieres syndrome 5
MESH:C563822	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive
DOID:986	Alopecia areata
MESH:D007955	Leukemoid Reaction
MESH:C563320	Retinitis Pigmentosa 18
MESH:D015212	Inflammatory Bowel Diseases
MESH:C537912	Bardet-Biedl syndrome 4
DOID:5295	Intestinal disease
MESH:C538442	Aase Smith syndrome 2
MESH:C564811	Spastic Paraplegia 5a, Autosomal Recessive
MESH:D056733	Carney Complex
MESH:D011470	Prostatic Hyperplasia
DOID:3303	Notochordal cancer
DOID:0060285	Parietal foramina
MESH:C567932	Opitz GBBB Syndrome, X-Linked
MESH:C567636	Leber Congenital Amaurosis 14
DOID:0111673	Saul-Wilson syndrome
MESH:C566969	Ataxia, Spastic, 2, Autosomal Recessive
MESH:D004890	Erythema
DOID:0080666	Warfarin sensitivity
MESH:D006961	Hyperparathyroidism
MESH:C563353	Deafness, Autosomal Dominant 11
MESH:D004487	Edema
DOID:12842	Guillain-Barre syndrome
DOID:1781	Thyroid gland cancer
DOID:2987	Familial Mediterranean fever
MESH:C535716	Neuropathy, hereditary motor and sensory, LOM type
MESH:D002100	Cachexia
MESH:C567087	Brugada Syndrome 2
MESH:C566033	Trichorhinophalangeal Syndrome, Type III
MESH:C567737	Thrombophilia Due To Elevated Histidine-Rich Glycoprotein
DOID:1673	Pneumothorax
MESH:C564656	Digital Arthropathy-Brachydactyly, Familial
MESH:C564629	Deafness, Autosomal Recessive 31
MESH:C537919	Fertile eunuch syndrome
MESH:C567681	Cardiomyopathy, Familial Hypertrophic, 15
MESH:D007690	Polycystic Kidney Diseases
MESH:C567533	Anemia, Nonspherocytic Hemolytic, Due To G6pd Deficiency
MESH:C535904	Lipase deficiency combined
DOID:10024	Migraine with aura
MESH:C565319	Deafness, Autosomal Dominant 25
DOID:0080319	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia
MESH:D044483	Intestinal Polyposis
MESH:D019280	Branchio-Oto-Renal Syndrome
MESH:C567354	Osteopetrosis, Autosomal Recessive 7
DOID:1064	Cystinosis
MESH:C565657	Cystic Kidney Disease with Ventriculomegaly
MESH:C562479	Macular Degeneration, Age-Related, 2
MESH:C535776	Pierre Robin syndrome with fetal chondrodysplasia
MESH:C565780	Nephronophthisis 3
ICD10:C8	Disseminated malignant neoplasm  unspecified
DOID:9240	Erythromelalgia
ICD10:Q858	Other phakomatoses  not elsewhere classified
DOID:1426	Ureteral disease
MESH:C564495	Martin-Probst Deafness-Mental Retardation Syndrome
MESH:C536681	Warburg Sjo Fledelius syndrome
MESH:D012516	Osteosarcoma
DOID:0060569	Hypertrichotic osteochondrodysplasia Cantu type
MESH:D010181	Pancreatic Cyst
MESH:D007333	Insulin Resistance
DOID:700	Mitochondrial metabolism disease
DOID:0110633	Rigid spine muscular dystrophy 1
ICD10:M45	Ankylosing spondylitis of multiple sites in spine
MESH:D010292	Paresthesia
DOID:0060739	hand-foot-genital syndrome
MESH:C567839	Multiple Synostoses Syndrome 3
DOID:0050658	Bart-Pumphrey syndrome
DOID:2235	Prothrombin deficiency
MESH:C562818	Glutaric Aciduria III
DOID:1388	Tangier disease
MESH:C536492	Usher syndrome, type 2C
MESH:C567016	Mental Retardation, Autosomal Recessive 7
MESH:C537126	Optic atrophy 5
MESH:C537356	Metatropic dwarfism
MESH:C564816	Insulin-Like Growth Factor I, Resistance To
MESH:C566695	Scapuloperoneal Syndrome, Neurogenic, Kaeser Type
MESH:D015746	Abdominal Pain
DOID:0050818	Transcobalamin II deficiency
MESH:C565593	Encephaloclastic Proliferative Vasculopathy
ICD10:E3	Delayed puberty
MESH:D005221	Fatigue
MESH:C536295	Joubert syndrome 3
DOID:0080696	Winchester syndrome
MESH:C567505	Cardiomyopathy, Dilated, 2a
DOID:0050722	PHGDH deficiency
MESH:D006618	Hip Dislocation, Congenital
MESH:D013035	Spasm
MESH:C536601	Amaurosis congenita of Leber, type 2
MESH:D018239	Seminoma
DOID:8857	Lupus erythematosus
MESH:D007969	Leukomalacia, Periventricular
MESH:C565372	Molybdenum Cofactor Deficiency, Complementation Group A
MESH:C536352	Vitreoretinochoroidopathy
MESH:C562760	Capillary Malformations, Congenital, 1
DOID:0060029	Autoimmune disease of exocrine system
DOID:0111862	Congenital bilateral absence of vas deferens
MESH:D006551	Hernia, Hiatal
ICD10:D643	Other sideroblastic anemias
MESH:C536920	Tight skin contracture syndrome, lethal
DOID:446	Primary hyperaldosteronism
MESH:D050336	Mulibrey Nanism
MESH:D000168	Acrocephalosyndactylia
MESH:C563527	Retinal Degeneration, Autosomal Recessive, Clumped Pigment Type
ICD10:K90	Celiac disease
MESH:D005878	Gilbert Disease
MESH:C535784	Spondyloepimetaphyseal dysplasia with multiple dislocations
MESH:D020182	Sleep Apnea, Central
DOID:0050590	Severe congenital neutropenia
DOID:0080205	CAKUT
ICD10:M35	Sjogren syndrome  unspecified
MESH:C563236	Testicular Germ Cell Tumor
ICD10:Q751	Craniofacial dysostosis
MESH:C537221	Sacral defect and anterior sacral meningocele
MESH:D014849	Waardenburg Syndrome
MESH:D005234	Fatty Liver
MESH:C535746	Congenital disorder of glycosylation type 1H
DOID:0080124	Mitochondrial DNA depletion syndrome 5
MESH:D051359	Lymphohistiocytosis, Hemophagocytic
MESH:D013285	Strabismus
MESH:C536106	Myostatin-related muscle hypertrophy
MESH:C562937	Hypochondroplasia
MESH:D020967	Myotonic Disorders
MESH:D053546	Keratoderma, Palmoplantar, Epidermolytic
MESH:C537979	Candidiasis familial chronic mucocutaneous, autosomal recessive
MESH:D054058	Acute Coronary Syndrome
MESH:D055538	delta-Thalassemia
DOID:0050475	Weill-Marchesani syndrome
MESH:D001281	Atrial Fibrillation
ICD10:Q960	Karyotype 45  X
MESH:C538052	Propping Zerres syndrome
MESH:C562832	Pulmonary Atresia with Intact Ventricular Septum
MESH:D001112	Arcus Senilis
